fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type,quality
7.1,0.26,0.29,12.4,44.0,62.0,240.0,9.969,3.04,0.42,9.2,white,6.0
6.0,0.34,0.66,15.9,46.0,26.0,164.0,9.979,3.14,0.5,8.8,white,6.0
8.6,265.0,0.36,1.2,34.0,15.0,80.0,9.913,2.95,0.36,11.4,white,7.0
9.8,0.36,0.46,10.5,38.0,4.0,83.0,9.956,2.89,0.3,10.1,white,4.0
None,0.34,0.66,15.9,46.0,26.0,164.0,9.979,3.14,0.5,8.8,white,6.0
7.4,0.25,0.37,13.5,0.06,52.0,192.0,9.975,3.0,0.44,9.1,white,5.0
7.1,0.12,0.32,9.6,54.0,64.0,162.0,9.962,3.4,0.41,9.4,white,5.0
6.0,0.21,0.24,12.1,0.05,55.0,164.0,997.0,3.34,0.39,9.4,white,5.0
7.5,305.0,0.4,18.9,59.0,44.0,170.0,1.0,2.99,0.46,9,white,5.0
7.4,0.25,0.37,13.5,0.06,52.0,192.0,9.975,3.0,0.44,9.1,white,5.0
7.3,0.13,0.32,14.4,51.0,34.0,109.0,9.974,3.2,0.35,9.2,white,6.0
7.1,0.12,0.32,9.6,54.0,64.0,162.0,9.962,3.4,0.41,9.4,white,5.0
7.1,0.23,0.35,16.5,0.04,60.0,171.0,999.0,3.16,0.59,9.1,white,6.0
7.1,0.23,0.35,16.5,0.04,60.0,171.0,999.0,3.16,0.59,9.1,white,6.0
6.9,0.33,0.28,1.3,51.0,37.0,187.0,9.927,3.27,0.6,10.3,white,5.0
6.5,0.17,0.54,8.5,82.0,64.0,163.0,9.959,2.89,0.39,8.8,white,6.0
7.2,0.27,0.46,18.75,52.0,45.0,255.0,1.0,3.04,0.52,8.9,white,5.0
7.2,0.31,0.5,13.3,56.0,68.0,195.0,9.982,3.01,0.47,9.2,white,5.0
6.7,0.41,0.34,9.2,49.0,29.0,150.0,9.968,3.22,0.51,9.1,white,5.0
6.7,0.41,0.34,9.2,49.0,29.0,150.0,9.968,3.22,0.51,9.1,white,5.0
5.5,485.0,0.0,1.5,65.0,8.0,103.0,994.0,3.63,0.4,9.7,white,4.0
6.0,0.31,0.24,3.3,41.0,25.0,143.0,9.914,3.31,0.44,11.3,white,6.0
7.0,0.14,0.4,1.7,35.0,16.0,85.0,9.911,3.19,0.42,11.8,white,6.0
7.2,0.31,0.5,13.3,56.0,68.0,195.0,9.982,3.01,0.47,9.2,white,5.0
7.3,0.32,0.48,13.3,0.06,57.0,196.0,9.982,3.04,0.5,9.2,white,5.0
5.9,0.36,0.04,5.7,46.0,21.0,87.0,9.934,3.22,0.51,10.2,white,5.0
7.8,0.24,0.32,12.2,54.0,42.0,138.0,9.984,3.01,0.54,8.8,white,5.0
7.4,0.16,0.31,6.85,59.0,31.0,131.0,9.952,3.29,0.34,9.7,white,5.0
None,0.19,0.28,5.0,58.0,14.0,146.0,9.952,3.29,0.36,9.1,white,6.0
6.4,0.13,0.47,1.6,92.0,40.0,158.0,9.928,3.21,0.36,9.8,white,6.0
6.7,0.19,0.36,1.1,26.0,63.0,143.0,9.912,3.27,0.48,11,white,6.0
7.4,0.39,0.23,7.0,33.0,29.0,126.0,994.0,3.14,0.42,10.5,white,5.0
6.5,0.24,0.32,7.6,38.0,48.0,203.0,9.958,3.45,0.54,9.7,white,7.0
6.1,0.3,0.56,2.8,44.0,47.0,179.0,9.924,3.3,0.57,10.9,white,7.0
6.1,0.3,0.56,2.7,46.0,46.0,184.0,9.924,3.31,0.57,10.9,white,6.0
5.7,0.26,0.25,10.4,0.02,7.0,57.0,994.0,3.39,0.37,10.6,white,5.0
6.5,0.24,0.32,7.6,38.0,48.0,203.0,9.958,3.45,0.54,9.7,white,7.0
6.5,425.0,0.4,13.1,38.0,59.0,241.0,9.979,3.23,0.57,9,white,5.0
6.6,0.24,0.27,15.8,35.0,46.0,188.0,9.982,3.24,0.51,9.2,white,5.0
6.8,0.27,0.22,8.1,34.0,55.0,203.0,9.961,3.19,0.52,8.9,white,5.0
6.7,0.27,0.31,15.7,36.0,44.0,179.0,9.979,3.26,0.56,9.6,white,5.0
8.2,0.23,0.4,1.2,27.0,36.0,121.0,992.0,3.12,0.38,10.7,white,6.0
7.1,0.37,0.67,10.5,45.0,49.0,155.0,9.975,3.16,0.44,8.7,white,5.0
6.8,0.19,0.36,1.9,35.0,30.0,96.0,9.917,3.15,0.54,10.8,white,7.0
8.1,0.28,0.39,1.9,29.0,18.0,79.0,9.923,3.23,0.52,11.8,white,6.0
6.3,0.31,0.34,2.2,45.0,20.0,77.0,9.927,3.3,0.43,10.2,white,5.0
7.1,0.37,0.67,10.5,45.0,49.0,155.0,9.975,3.16,0.44,8.7,white,5.0
7.9,0.21,0.4,1.2,39.0,38.0,107.0,992.0,3.21,0.54,10.8,white,6.0
8.5,0.21,0.41,4.3,36.0,24.0,99.0,9.947,3.18,0.53,9.7,white,6.0
8.1,0.2,0.4,2.0,37.0,19.0,87.0,9.921,3.12,0.54,11.2,white,6.0
6.3,255.0,0.37,1.1,0.04,37.0,114.0,9.905,3.0,0.39,10.9,white,6.0
5.6,0.16,0.27,1.4,44.0,53.0,168.0,9.918,3.28,0.37,10.1,white,6.0
6.4,595.0,0.14,5.2,58.0,15.0,97.0,9.951,3.38,0.36,9,white,4.0
6.3,0.34,0.33,4.6,34.0,19.0,80.0,9.917,3.38,0.58,12,white,7.0
6.9,0.25,0.3,4.1,54.0,23.0,116.0,994.0,2.99,0.38,9.4,white,6.0
7.9,0.22,0.38,8.0,43.0,46.0,152.0,9.934,3.12,0.32,11.5,white,7.0
7.6,0.18,0.46,10.2,55.0,58.0,135.0,9.968,3.14,0.43,9.9,white,6.0
6.9,0.25,0.3,4.1,54.0,23.0,116.0,994.0,2.99,0.38,9.4,white,6.0
7.2,0.18,0.41,1.2,48.0,41.0,97.0,9.919,3.14,0.45,10.4,white,5.0
8.2,0.23,0.4,7.5,49.0,12.0,76.0,9.966,3.06,0.84,9.7,white,6.0
7.4,0.24,0.42,14.0,66.0,48.0,198.0,9.979,2.89,0.42,8.9,white,6.0
7.4,0.24,0.42,14.0,66.0,48.0,198.0,9.979,2.89,0.42,8.9,white,6.0
6.1,0.32,0.24,1.5,36.0,38.0,124.0,9.898,3.29,0.42,12.4,white,7.0
5.2,0.44,0.04,1.4,36.0,43.0,119.0,9.894,3.36,0.33,12.1,white,8.0
5.2,0.44,0.04,1.4,36.0,43.0,119.0,9.894,3.36,0.33,12.1,white,8.0
6.1,0.32,0.24,1.5,36.0,38.0,124.0,9.898,3.29,0.42,12.4,white,7.0
6.4,0.22,0.56,14.5,55.0,27.0,159.0,998.0,2.98,0.4,9.1,white,5.0
6.3,0.36,0.3,4.8,49.0,14.0,85.0,9.932,3.28,0.39,10.6,white,5.0
7.4,0.24,0.42,14.0,66.0,48.0,198.0,9.979,2.89,0.42,8.9,white,6.0
6.7,0.24,0.35,13.1,0.05,64.0,205.0,997.0,3.15,0.5,9.5,white,5.0
7.0,0.23,0.36,13.0,51.0,72.0,177.0,9.972,3.16,0.49,9.8,white,5.0
8.4,0.27,0.46,8.7,48.0,39.0,197.0,9.974,3.14,0.59,9.6,white,6.0
6.7,0.46,0.18,2.4,34.0,25.0,98.0,9.896,3.08,0.44,12.6,white,7.0
7.5,0.29,0.31,8.95,55.0,20.0,151.0,9.968,3.08,0.54,9.3,white,5.0
9.8,0.42,0.48,9.85,34.0,5.0,110.0,9.958,2.87,0.29,10,white,5.0
7.1,0.3,0.46,1.5,66.0,29.0,133.0,9.906,3.12,0.54,12.7,white,6.0
7.9,0.19,0.45,1.5,45.0,17.0,96.0,9.917,3.13,0.39,11,white,6.0
7.6,0.48,0.37,0.8,37.0,4.0,100.0,9.902,3.03,0.39,11.4,white,4.0
6.3,0.22,0.43,4.55,38.0,31.0,130.0,9.918,3.35,0.33,11.5,white,7.0
None,0.27,0.31,17.7,51.0,33.0,173.0,999.0,3.09,0.64,10.2,white,5.0
6.9,0.23,0.4,7.5,0.04,50.0,151.0,9.927,3.11,0.27,11.4,white,6.0
7.2,0.32,0.47,5.1,44.0,19.0,65.0,991.0,3.03,0.41,12.6,white,4.0
5.9,0.23,0.3,12.9,54.0,57.0,170.0,9.972,3.28,0.39,9.4,white,5.0
6.0,0.67,0.07,1.2,0.06,9.0,108.0,9.931,3.11,0.35,8.7,white,4.0
6.4,0.25,0.32,5.5,49.0,41.0,176.0,995.0,3.19,0.68,9.2,white,6.0
6.4,0.33,0.31,5.5,48.0,42.0,173.0,9.951,3.19,0.66,9.3,white,6.0
7.1,0.34,0.15,1.2,53.0,61.0,183.0,9.936,3.09,0.43,9.2,white,5.0
6.8,0.28,0.4,22.0,48.0,48.0,167.0,1.001,2.93,0.5,8.7,white,5.0
6.9,0.27,0.4,14.0,0.05,64.0,227.0,9.979,3.18,0.58,9.6,white,6.0
6.8,0.26,0.56,11.9,43.0,64.0,226.0,997.0,3.02,0.63,9.3,white,5.0
6.8,0.29,0.56,11.9,43.0,66.0,230.0,9.972,3.02,0.63,9.3,white,5.0
6.7,0.24,0.41,9.4,0.04,49.0,166.0,9.954,3.12,0.61,9.9,white,6.0
5.9,0.3,0.23,4.2,38.0,42.0,119.0,9.924,3.15,0.5,11,white,5.0
6.8,0.53,0.35,3.8,34.0,26.0,109.0,9.906,3.26,0.57,12.7,white,8.0
6.5,0.28,0.28,8.5,47.0,54.0,210.0,9.962,3.09,0.54,8.9,white,4.0
6.6,0.28,0.28,8.5,52.0,55.0,211.0,9.962,3.09,0.55,8.9,white,6.0
6.8,0.28,0.4,22.0,48.0,48.0,167.0,1.001,2.93,0.5,8.7,white,5.0
6.8,0.28,0.36,8.0,45.0,28.0,123.0,9.928,3.02,0.37,11.4,white,6.0
6.6,0.15,0.34,5.1,55.0,34.0,125.0,9.942,3.36,0.42,9.6,white,5.0
6.4,0.29,0.44,3.6,0.2,75.0,181.0,9.942,3.02,0.41,9.1,white,5.0
6.4,0.3,0.45,3.5,197.0,76.0,180.0,9.942,3.02,0.39,9.1,white,6.0
6.4,0.29,0.44,3.6,197.0,75.0,183.0,9.942,3.01,0.38,9.1,white,5.0
6.8,0.26,0.24,7.8,52.0,54.0,214.0,9.961,3.13,0.47,8.9,white,5.0
7.1,0.32,0.24,13.1,0.05,52.0,204.0,998.0,3.1,0.49,8.8,white,5.0
6.8,0.26,0.24,7.8,52.0,54.0,214.0,9.961,3.13,0.47,8.9,white,5.0
6.8,0.27,0.26,16.1,49.0,55.0,196.0,9.984,3.15,0.5,9.3,white,5.0
7.1,0.32,0.24,13.1,0.05,52.0,204.0,998.0,3.1,0.49,8.8,white,5.0
6.9,0.54,0.32,13.2,0.05,53.0,236.0,9.973,3.2,0.5,9.6,white,5.0
6.8,0.26,0.34,13.9,34.0,39.0,134.0,9.949,3.33,0.53,12,white,6.0
5.8,0.28,0.35,2.3,53.0,36.0,114.0,9.924,3.28,0.5,10.2,white,4.0
6.4,0.21,0.5,11.6,42.0,45.0,153.0,9.972,3.15,0.43,8.8,white,5.0
7.0,0.16,0.32,8.3,45.0,38.0,126.0,9.958,3.21,0.34,9.2,white,5.0
10.2,0.44,0.88,6.2,49.0,20.0,124.0,9.968,2.99,0.51,9.9,white,4.0
6.8,0.57,0.29,2.2,0.04,15.0,77.0,9.938,3.32,0.74,10.2,white,5.0
6.1,0.4,0.31,0.9,48.0,23.0,170.0,993.0,3.22,0.77,9.5,white,6.0
5.6,245.0,0.25,9.7,32.0,12.0,68.0,994.0,3.31,0.34,10.5,white,5.0
6.8,0.18,0.38,1.4,38.0,35.0,111.0,9.918,3.32,0.59,11.2,white,7.0
7.0,0.16,0.32,8.3,45.0,38.0,126.0,9.958,3.21,0.34,9.2,white,5.0
6.7,0.13,0.29,5.3,51.0,31.0,122.0,9.944,3.44,0.37,9.7,white,6.0
6.2,0.25,0.25,1.4,0.03,35.0,105.0,9.912,3.3,0.44,11.1,white,7.0
5.8,0.26,0.24,9.2,44.0,55.0,152.0,9.961,3.31,0.38,9.4,white,5.0
7.5,0.27,0.36,7.0,36.0,45.0,164.0,9.939,3.03,0.33,11,white,5.0
5.8,0.26,0.24,9.2,44.0,55.0,152.0,9.961,3.31,0.38,9.4,white,5.0
5.7,0.28,0.24,17.5,44.0,60.0,167.0,9.989,3.31,0.44,9.4,white,5.0
7.5,0.23,0.36,7.0,36.0,43.0,161.0,9.938,3.04,0.32,11,white,5.0
7.5,0.27,0.36,7.0,36.0,45.0,164.0,9.939,3.03,0.33,11,white,5.0
7.2,685.0,0.21,9.5,0.07,33.0,172.0,9.971,3.0,0.55,9.1,white,6.0
None,0.25,0.25,1.4,0.03,35.0,105.0,9.912,3.3,0.44,11.1,white,7.0
None,0.19,0.3,0.8,43.0,33.0,144.0,9.936,3.42,0.39,9.1,white,6.0
6.3,495.0,0.22,1.8,46.0,31.0,140.0,9.929,3.39,0.54,10.4,white,6.0
7.1,0.24,0.41,17.8,46.0,39.0,145.0,9.998,3.32,0.39,8.7,white,5.0
6.4,0.17,0.32,2.4,48.0,41.0,200.0,9.938,3.5,0.5,9.7,white,6.0
7.1,0.25,0.32,10.3,41.0,66.0,272.0,9.969,3.17,0.52,9.1,white,6.0
6.4,0.17,0.32,2.4,48.0,41.0,200.0,9.938,3.5,0.5,9.7,white,6.0
7.1,0.24,0.41,17.8,46.0,39.0,145.0,9.998,3.32,0.39,8.7,white,5.0
6.8,0.64,0.08,9.7,62.0,26.0,142.0,9.972,3.37,0.46,8.9,white,4.0
8.3,0.28,0.4,7.8,41.0,38.0,194.0,9.976,3.34,0.51,9.6,white,6.0
8.2,0.27,0.39,7.8,39.0,49.0,208.0,9.976,3.31,0.51,9.5,white,6.0
7.2,0.23,0.38,14.3,58.0,55.0,194.0,9.979,3.09,0.44,9,white,6.0
7.2,0.23,0.38,14.3,58.0,55.0,194.0,9.979,3.09,0.44,9,white,6.0
7.2,0.23,0.38,14.3,58.0,55.0,194.0,9.979,3.09,0.44,9,white,6.0
7.2,0.23,0.38,14.3,58.0,55.0,194.0,9.979,3.09,0.44,9,white,6.0
6.8,0.52,0.32,13.2,44.0,54.0,221.0,9.972,3.27,0.5,9.6,white,6.0
7.0,0.26,0.59,1.4,37.0,40.0,120.0,9.918,3.34,0.41,11.1,white,7.0
6.2,0.25,0.21,15.55,39.0,28.0,159.0,9.982,3.48,0.64,9.6,white,6.0
7.3,0.32,0.23,13.7,0.05,49.0,197.0,9.985,3.2,0.46,8.7,white,5.0
7.7,0.31,0.26,7.8,31.0,23.0,90.0,9.944,3.13,0.5,10.4,white,5.0
7.1,0.21,0.37,2.4,26.0,23.0,100.0,9.903,3.15,0.38,11.4,white,7.0
6.8,0.24,0.34,2.7,47.0,64.5,218.5,9.934,3.3,0.58,9.7,white,6.0
6.9,0.4,0.56,11.2,43.0,40.0,142.0,9.975,3.14,0.46,8.7,white,5.0
6.1,0.18,0.36,2.0,38.0,20.0,249.5,9.923,3.37,0.79,11.3,white,6.0
6.8,0.21,0.27,2.1,0.03,26.0,139.0,0.99,3.16,0.61,12.6,white,7.0
5.8,0.2,0.27,1.4,31.0,12.0,77.0,9.905,3.25,0.36,10.9,white,7.0
5.6,0.19,0.26,1.4,0.03,12.0,76.0,9.905,3.25,0.37,10.9,white,7.0
6.1,0.41,0.14,10.4,37.0,18.0,119.0,996.0,3.38,0.45,10,white,5.0
5.9,0.21,0.28,4.6,53.0,40.0,199.0,9.964,3.72,0.7,10,white,4.0
8.5,0.26,0.21,16.2,74.0,41.0,197.0,998.0,3.02,0.5,9.8,white,3.0
6.9,0.4,0.56,11.2,43.0,40.0,142.0,9.975,3.14,0.46,8.7,white,5.0
5.8,0.24,0.44,3.5,29.0,5.0,109.0,9.913,3.53,0.43,11.7,white,3.0
5.8,0.24,0.39,1.5,54.0,37.0,158.0,9.932,3.21,0.52,9.3,white,6.0
6.7,0.26,0.39,1.1,0.04,45.0,147.0,9.935,3.32,0.58,9.6,white,8.0
6.3,0.35,0.3,5.7,35.0,8.0,97.0,9.927,3.27,0.41,11,white,7.0
6.3,0.35,0.3,5.7,35.0,8.0,97.0,9.927,3.27,0.41,11,white,7.0
6.4,0.23,0.39,1.8,32.0,23.0,118.0,9.912,3.32,0.5,11.8,white,6.0
5.8,0.36,0.38,0.9,37.0,3.0,75.0,9.904,3.28,0.34,11.4,white,4.0
6.9,115.0,0.35,5.4,48.0,36.0,108.0,9.939,3.32,0.42,10.2,white,6.0
6.9,0.29,0.4,19.45,43.0,36.0,156.0,9.996,2.93,0.47,8.9,white,5.0
6.9,0.28,0.4,8.2,36.0,15.0,95.0,9.944,3.17,0.33,10.2,white,5.0
7.2,0.29,0.4,13.6,45.0,66.0,231.0,9.977,3.08,0.59,9.6,white,6.0
6.2,0.24,0.35,1.2,38.0,22.0,167.0,9.912,3.1,0.48,10.6,white,6.0
6.9,0.29,0.4,19.45,43.0,36.0,156.0,9.996,2.93,0.47,8.9,white,5.0
6.9,0.32,0.26,8.3,53.0,32.0,180.0,9.965,3.25,0.51,9.2,white,6.0
5.3,0.58,0.07,6.9,43.0,34.0,149.0,9.944,3.34,0.57,9.7,white,5.0
5.3,585.0,0.07,7.1,44.0,34.0,145.0,9.945,3.34,0.57,9.7,white,6.0
5.4,0.59,0.07,7.0,45.0,36.0,147.0,9.944,3.34,0.57,9.7,white,6.0
6.9,0.32,0.26,8.3,53.0,32.0,180.0,9.965,3.25,0.51,9.2,white,6.0
5.2,0.6,0.07,7.0,44.0,33.0,147.0,9.944,3.33,0.58,9.7,white,5.0
5.8,0.25,0.26,13.1,51.0,44.0,148.0,9.972,3.29,0.38,9.3,white,5.0
6.6,0.58,0.3,5.1,57.0,30.0,123.0,9.949,3.24,0.38,9,white,5.0
7.0,0.29,0.54,10.7,46.0,59.0,234.0,9.966,3.05,0.61,9.5,white,5.0
6.6,0.19,0.41,8.9,46.0,51.0,169.0,9.954,3.14,0.57,9.8,white,6.0
6.7,0.2,0.41,9.1,44.0,50.0,166.0,9.954,3.14,0.58,9.8,white,6.0
7.7,0.26,0.4,1.1,42.0,9.0,60.0,9.915,2.89,0.5,10.6,white,5.0
6.8,0.32,0.34,1.2,44.0,14.0,67.0,9.919,3.05,0.47,10.6,white,4.0
7.0,0.3,0.49,4.7,36.0,17.0,105.0,9.916,3.26,0.68,12.4,white,7.0
7.0,0.24,0.36,2.8,34.0,22.0,112.0,0.99,3.19,0.38,12.6,white,8.0
6.1,0.31,0.58,5.0,39.0,36.0,114.0,9.909,3.3,0.6,12.3,white,8.0
6.8,0.44,0.37,5.1,47.0,46.0,201.0,9.938,3.08,0.65,10.5,white,4.0
6.7,0.34,0.3,15.6,54.0,51.0,196.0,9.982,3.19,0.49,9.3,white,5.0
7.1,0.35,0.24,15.4,55.0,46.0,198.0,9.988,3.12,0.49,8.8,white,5.0
7.3,0.32,0.25,7.2,56.0,47.0,180.0,9.961,3.08,0.47,8.8,white,5.0
6.5,0.28,0.33,15.7,53.0,51.0,190.0,9.978,3.22,0.51,9.7,white,6.0
7.2,0.23,0.39,14.2,58.0,49.0,192.0,9.979,2.98,0.48,9,white,7.0
7.2,0.23,0.39,14.2,58.0,49.0,192.0,9.979,2.98,0.48,9,white,7.0
7.2,0.23,0.39,14.2,58.0,49.0,192.0,9.979,2.98,0.48,9,white,7.0
7.2,0.23,0.39,14.2,58.0,49.0,192.0,9.979,2.98,0.48,9,white,7.0
5.9,0.15,0.31,5.8,41.0,53.0,155.0,9.945,3.52,0.46,10.5,white,6.0
7.4,0.28,0.42,19.8,66.0,53.0,195.0,1.0,2.96,0.44,9.1,white,5.0
6.2,0.28,0.22,7.3,41.0,26.0,157.0,9.957,3.44,0.64,9.8,white,7.0
9.1,0.59,0.38,1.6,66.0,34.0,182.0,9.968,3.23,0.38,8.5,white,3.0
6.3,0.33,0.27,1.2,46.0,34.0,175.0,9.934,3.37,0.54,9.4,white,6.0
8.3,0.39,0.7,10.6,45.0,33.0,169.0,9.976,3.09,0.57,9.4,white,5.0
7.2,0.19,0.46,3.8,41.0,82.0,187.0,9.932,3.19,0.6,11.2,white,7.0
7.5,0.17,0.44,11.3,46.0,65.0,146.0,997.0,3.17,0.45,10,white,6.0
6.7,0.17,0.5,2.1,43.0,27.0,122.0,9.923,3.15,0.45,10.3,white,6.0
6.1,0.41,0.0,1.6,63.0,36.0,87.0,9.914,3.27,0.67,10.8,white,6.0
8.3,0.2,0.35,0.9,0.05,12.0,74.0,992.0,3.13,0.38,10.5,white,6.0
6.1,0.41,0.0,1.6,63.0,36.0,87.0,9.914,3.27,0.67,10.8,white,6.0
6.0,0.29,0.21,1.3,55.0,42.0,168.0,9.914,3.32,0.43,11.1,white,6.0
7.3,0.41,0.24,6.8,57.0,41.0,163.0,9.949,3.2,0.41,9.9,white,6.0
7.3,0.41,0.24,6.8,57.0,41.0,163.0,9.949,3.2,0.41,9.9,white,6.0
7.2,0.43,0.24,6.7,58.0,40.0,163.0,995.0,3.2,0.41,9.9,white,5.0
7.3,0.4,0.24,6.7,58.0,41.0,166.0,995.0,3.2,0.41,9.9,white,6.0
6.2,0.33,0.27,4.9,36.0,30.0,134.0,9.927,3.2,0.42,10.4,white,7.0
6.2,0.31,0.26,4.8,37.0,36.0,148.0,9.928,3.21,0.41,10.4,white,6.0
6.1,0.36,0.27,2.1,35.0,16.0,100.0,9.917,3.4,0.71,11.5,white,7.0
5.0,0.55,0.14,8.3,32.0,35.0,164.0,9.918,3.53,0.51,12.5,white,8.0
7.8,0.25,0.41,3.7,42.0,37.0,149.0,9.954,3.36,0.45,10,white,6.0
5.7,0.36,0.21,6.7,38.0,51.0,166.0,9.941,3.29,0.63,10,white,6.0
5.8,0.34,0.21,6.6,0.04,50.0,167.0,9.941,3.29,0.62,10,white,5.0
6.8,0.28,0.6,1.1,132.0,42.0,127.0,9.934,3.09,0.44,9.1,white,6.0
6.8,0.25,0.34,4.7,31.0,34.0,134.0,9.927,3.21,0.38,10.6,white,6.0
6.6,0.24,0.35,7.7,31.0,36.0,135.0,9.938,3.19,0.37,10.5,white,5.0
5.9,0.3,0.47,7.85,0.03,19.0,133.0,9.933,3.52,0.43,11.5,white,7.0
6.1,125.0,0.25,3.3,0.04,10.0,69.0,9.934,3.54,0.59,10.1,white,6.0
6.0,0.1,0.24,1.1,41.0,15.0,65.0,9.927,3.61,0.61,10.3,white,7.0
None,0.24,0.35,7.7,31.0,36.0,135.0,9.938,3.19,0.37,10.5,white,5.0
6.8,0.25,0.34,4.7,31.0,34.0,134.0,9.927,3.21,0.38,10.6,white,6.0
6.8,0.28,0.44,9.3,31.0,35.0,137.0,9.946,3.16,0.36,10.4,white,6.0
8.3,0.41,0.51,2.0,46.0,11.0,207.0,993.0,3.02,0.55,11.4,white,5.0
7.5,0.27,0.31,5.8,57.0,131.0,313.0,9.946,3.18,0.59,10.5,white,5.0
7.9,0.26,0.41,15.15,0.04,38.0,216.0,9.976,2.96,0.6,10,white,6.0
6.4,0.34,0.23,6.3,39.0,37.0,143.0,9.944,3.19,0.65,10,white,6.0
6.5,0.28,0.35,15.4,42.0,55.0,195.0,9.978,3.23,0.5,9.6,white,6.0
7.2,0.21,0.41,1.3,36.0,33.0,85.0,992.0,3.17,0.51,10.4,white,5.0
6.4,0.32,0.35,4.8,0.03,34.0,101.0,9.912,3.36,0.6,12.5,white,8.0
6.8,0.24,0.34,4.6,32.0,37.0,135.0,9.927,3.2,0.39,10.6,white,5.0
6.3,0.23,0.3,1.8,33.0,16.0,91.0,9.906,3.28,0.4,11.8,white,6.0
6.5,0.28,0.34,9.9,38.0,30.0,133.0,9.954,3.11,0.44,9.8,white,5.0
5.6,0.26,0.26,5.7,31.0,12.0,80.0,9.923,3.25,0.38,10.8,white,5.0
6.3,0.23,0.3,1.8,33.0,16.0,91.0,9.906,3.28,0.4,11.8,white,6.0
6.3,0.23,0.33,1.5,36.0,15.0,105.0,991.0,3.32,0.42,11.2,white,6.0
5.8,0.27,0.27,12.3,45.0,55.0,170.0,9.972,3.28,0.42,,white,6.0
5.9,0.26,0.4,1.3,47.0,12.0,139.0,9.945,3.45,0.53,10.4,white,5.0
6.6,0.18,0.35,1.5,49.0,49.0,141.0,9.934,3.43,0.85,10.2,white,7.0
7.4,0.2,0.43,7.8,45.0,27.0,153.0,9.964,3.19,0.55,9,white,7.0
8.0,0.24,0.36,1.5,47.0,17.0,129.0,9.948,3.2,0.54,10,white,6.0
6.4,0.26,0.42,9.7,44.0,30.0,140.0,9.962,3.18,0.47,9.1,white,6.0
5.4,0.31,0.47,3.0,53.0,46.0,144.0,9.931,3.29,0.76,10,white,5.0
5.4,0.29,0.47,3.0,52.0,47.0,145.0,993.0,3.29,0.75,10,white,6.0
7.1,145.0,0.33,4.6,0.05,33.0,131.0,9.942,3.28,0.4,9.6,white,6.0
5.6,0.34,0.1,1.3,31.0,20.0,68.0,9.906,3.36,0.51,11.2,white,7.0
6.7,0.19,0.41,15.6,56.0,75.0,155.0,9.995,3.2,0.44,8.8,white,6.0
7.8,0.18,0.46,13.6,52.0,38.0,118.0,998.0,3.15,0.5,10,white,6.0
7.6,0.17,0.45,11.2,54.0,56.0,137.0,997.0,3.15,0.47,10,white,5.0
6.3,0.12,0.36,2.1,44.0,47.0,146.0,9.914,3.27,0.74,11.4,white,7.0
7.3,0.33,0.4,6.85,38.0,32.0,138.0,992.0,3.03,0.3,11.9,white,7.0
5.5,335.0,0.3,2.5,71.0,27.0,128.0,9.924,3.14,0.51,9.6,white,6.0
7.3,0.33,0.4,6.85,38.0,32.0,138.0,992.0,3.03,0.3,11.9,white,7.0
5.8,0.4,0.42,4.4,47.0,38.5,245.0,9.937,3.25,0.57,9.6,white,6.0
7.3,0.22,0.37,14.3,63.0,48.0,191.0,9.978,2.89,0.38,9,white,6.0
7.3,0.22,0.37,14.3,63.0,48.0,191.0,9.978,2.89,0.38,9,white,6.0
6.1,0.36,0.33,1.1,0.05,24.0,169.0,9.927,3.15,0.78,9.5,white,6.0
10.0,0.2,0.39,1.4,0.05,19.0,152.0,994.0,3.0,0.42,10.4,white,6.0
6.9,0.24,0.34,4.7,0.04,43.0,161.0,9.935,3.2,0.59,10.6,white,6.0
6.4,0.24,0.32,14.9,47.0,54.0,162.0,9.968,3.28,0.5,10.2,white,6.0
7.1,365.0,0.14,1.2,55.0,24.0,84.0,9.941,3.15,0.43,8.9,white,5.0
6.8,0.15,0.3,5.3,0.05,40.0,127.0,9.942,3.4,0.39,9.7,white,6.0
7.3,0.22,0.37,14.3,63.0,48.0,191.0,9.978,2.89,0.38,9,white,6.0
6.8,0.16,0.4,2.3,37.0,18.0,102.0,9.923,3.49,0.42,11.4,white,7.0
6.0,0.26,0.32,3.5,28.0,29.0,113.0,9.912,3.4,0.71,12.3,white,7.0
6.0,0.18,0.27,1.5,89.0,40.0,143.0,9.923,3.49,0.62,10.8,white,6.0
6.9,0.33,0.21,1.0,53.0,39.0,148.0,9.927,3.12,0.45,9.4,white,6.0
7.7,0.29,0.48,2.3,49.0,36.0,178.0,9.931,3.17,0.64,10.6,white,6.0
7.1,0.39,0.35,12.5,44.0,26.0,72.0,9.941,3.17,0.29,11.6,white,5.0
6.9,0.33,0.21,1.0,53.0,39.0,148.0,9.927,3.12,0.45,9.4,white,6.0
7.7,0.29,0.48,2.3,49.0,36.0,178.0,9.931,3.17,0.64,10.6,white,6.0
6.6,905.0,0.19,0.8,48.0,17.0,204.0,9.934,3.34,0.56,10,white,5.0
7.2,0.27,0.27,2.4,48.0,30.0,149.0,9.936,3.1,0.51,9.2,white,6.0
5.1,0.33,0.22,1.6,27.0,18.0,89.0,9.893,3.51,0.38,12.5,white,7.0
